billboard_name,spotify_name,artist,duration_ms,spotify_id,spotify_uri,spotify_external_url,spotify_popularity,spotify_artist_popularity,spotify_artist_popularity_mean,explicit,preview_url,preview_url_audio,full_audio,full_audio_duration_s,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_analysis_file
Who Want Smoke??,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",279853.0,4yNoUQkYf1QF8iYlEzNynH,spotify:track:4yNoUQkYf1QF8iYlEzNynH,https://open.spotify.com/track/4yNoUQkYf1QF8iYlEzNynH,76.0,"[74, 78, 90, 89]",82.75,True,https://p.scdn.co/mp3-preview/fa04f134bb68423d1846fc344f736eb066ea7e37?cid=064f7f00e33f41f2ba917f2f07083867,previews/Who Want Smoke.wav,Nardo Wick  Who Want Smoke ft Lil Durk 21 Savage  G Herbo Directed by Cole Bennett.wav,298.0,"['florida rap', 'rap', 'trap', 'chicago drill', 'chicago rap', 'drill', 'southern hip hop', 'hip hop', 'atl hip hop']",0.739,0.74,5.0,-5.86,0.0,0.333,0.0045,0.0,0.161,0.488,75.575,4.0,Who Want Smoke.json
Lo Siento BB:/,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny & Julieta Venegas",207301.0,4gzsuuZypVbxs0Af1LSZyB,spotify:track:4gzsuuZypVbxs0Af1LSZyB,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,91.0,"[84, 100, 81]",88.33333333333333,False,https://p.scdn.co/mp3-preview/997d024aaabd3188e9842acc0c358df5e1460df7?cid=064f7f00e33f41f2ba917f2f07083867,previews/Lo Siento BB.wav,Tainy Bad Bunny Julieta Venegas  Lo Siento BB Official Video.wav,251.0,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino', 'latin alternative', 'latin rock', 'rock en espanol']",0.639,0.703,4.0,-6.33,0.0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4.0,Lo Siento BB.json
Flocky Flocky,Flocky Flocky (feat. Travis Scott),Don Toliver Featuring Travis Scott,183513.0,25r6MZ4Gtd76l43qnZI1DG,spotify:track:25r6MZ4Gtd76l43qnZI1DG,https://open.spotify.com/track/25r6MZ4Gtd76l43qnZI1DG,72.0,"[83, 92]",87.5,True,https://p.scdn.co/mp3-preview/ad2c6fd9ef4781f821dba4ed573c9c2a3ecc25d6?cid=064f7f00e33f41f2ba917f2f07083867,previews/Flocky Flocky.wav,Don Toliver  Flocky Flocky Lyrics Feat Travis Scott.wav,184.0,"['pop', 'rap', 'trap', 'hip hop', 'slap house']",0.8,0.541,10.0,-5.05,0.0,0.0375,0.0252,0.0,0.146,0.194,135.99,4.0,Flocky Flocky.json
Easy On Me,Easy On Me,Adele,224694.0,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,90.0,[91],91.0,False,https://p.scdn.co/mp3-preview/3ca514309c910bb73a9e3ef8092306900af06fa6?cid=064f7f00e33f41f2ba917f2f07083867,previews/Easy On Me.wav,Adele  Easy On Me Official Lyric Video.wav,226.0,"['british soul', 'pop', 'pop soul', 'uk pop']",0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,4.0,Easy On Me.json
WFM,WFM,RealestK,136000.0,1DNA2z7Txysjk3cNz2nDLm,spotify:track:1DNA2z7Txysjk3cNz2nDLm,https://open.spotify.com/track/1DNA2z7Txysjk3cNz2nDLm,78.0,[70],70.0,False,https://p.scdn.co/mp3-preview/52983f10a9fe2967d3359bf91ecd748b22981f4c?cid=064f7f00e33f41f2ba917f2f07083867,previews/WFM.wav,RealestK  WFM Lyrics.wav,137.0,[],0.437,0.184,1.0,-17.667,1.0,0.0313,0.72,0.00253,0.113,0.247,80.088,4.0,WFM.json
Tequila Little Time,Tequila Little Time,Jon Pardi,207161.0,15npbUjCgwt2lRvyrJvyxw,spotify:track:15npbUjCgwt2lRvyrJvyxw,https://open.spotify.com/track/15npbUjCgwt2lRvyrJvyxw,67.0,[74],74.0,False,,,Jon Pardi  Tequila Little Time Lyrics.wav,259.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.757,0.705,2.0,-5.084,1.0,0.0252,0.0375,5.8e-06,0.114,0.855,104.972,4.0,Tequila Little Time.json
Freedom Was A Highway,Freedom Was A Highway,Jimmie Allen & Brad Paisley,212720.0,3J5jotqUAjU479WhAiNkpU,spotify:track:3J5jotqUAjU479WhAiNkpU,https://open.spotify.com/track/3J5jotqUAjU479WhAiNkpU,69.0,"[67, 70]",68.5,False,https://p.scdn.co/mp3-preview/1fdfe9869cf5aeac0d1e1a48b336ff5977cc2470?cid=064f7f00e33f41f2ba917f2f07083867,previews/Freedom Was A Highway.wav,Jimmie Allen Brad Paisley  Freedom Was A Highway Official Music Video.wav,319.0,"['black americana', 'contemporary country', 'country', 'country road']",0.563,0.847,1.0,-4.493,1.0,0.0468,0.0891,0.0,0.121,0.666,96.06,4.0,Freedom Was A Highway.json
Like A Lady,Dude (Looks Like A Lady),Lady A,265773.0,6gQUbFwwdYXlKdmqRoWKJe,spotify:track:6gQUbFwwdYXlKdmqRoWKJe,https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe,71.0,[79],79.0,False,,,Lady A  Like A Lady Lyric Video.wav,185.0,"['album rock', 'classic rock', 'hard rock', 'rock']",0.54,0.982,4.0,-2.962,0.0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,4.0,Like A Lady.json
'Til You Can't,'Til You Can't,Cody Johnson,224213.0,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://open.spotify.com/track/4k3lPl8YTKuY8c1HelVnm3,78.0,[77],77.0,False,https://p.scdn.co/mp3-preview/2d4fcd0b616eb072cd9a7343c5745ebb4db23e54?cid=064f7f00e33f41f2ba917f2f07083867,previews/Til You Cant.wav,Cody Johnson  Til You Cant Lyrics.wav,260.0,"['contemporary country', 'country road', 'texas country']",0.501,0.815,1.0,-4.865,1.0,0.0436,0.0513,0.0,0.106,0.46,160.087,4.0,Til You Cant.json
Who's In Your Head,Who's In Your Head,Jonas Brothers,183536.0,5nhW8I46uDE5sc5ouEbzao,spotify:track:5nhW8I46uDE5sc5ouEbzao,https://open.spotify.com/track/5nhW8I46uDE5sc5ouEbzao,68.0,[80],80.0,False,,,Jonas Brothers  Whos In Your Head Lyric Video.wav,184.0,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.704,0.778,5.0,-5.331,1.0,0.0971,0.00447,0.0,0.0731,0.821,101.025,4.0,Whos In Your Head.json
Just About Over You,Just About Over You,Priscilla Block,179213.0,4Ec0q0j8hRTCX4QQ5MiHSX,spotify:track:4Ec0q0j8hRTCX4QQ5MiHSX,https://open.spotify.com/track/4Ec0q0j8hRTCX4QQ5MiHSX,68.0,[60],60.0,False,,,Priscilla Block  Just About Over You Lyrics.wav,179.0,"['contemporary country', 'country', 'country pop']",0.53,0.524,4.0,-5.751,1.0,0.0327,0.544,0.0,0.11,0.514,150.05,4.0,Just About Over You.json
Bubbly,Bubbly (with Drake & Travis Scott),Young Thug With Drake & Travis Scott,165066.0,4KDNRh9Oor80z3XIxdWlui,spotify:track:4KDNRh9Oor80z3XIxdWlui,https://open.spotify.com/track/4KDNRh9Oor80z3XIxdWlui,77.0,"[90, 98, 92]",93.33333333333331,True,https://p.scdn.co/mp3-preview/e9a563cccea9d4e95f696114435fb8a72537ac3d?cid=064f7f00e33f41f2ba917f2f07083867,previews/Bubbly.wav,Young Thug  Bubbly with Drake  Travis Scott Official Audio.wav,165.0,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap', 'canadian hip hop', 'canadian pop', 'toronto rap', 'slap house']",0.91,0.585,11.0,-7.572,0.0,0.257,0.0536,0.0,0.127,0.599,129.011,4.0,Bubbly.json
Pissed Me Off,Pissed Me Off,Lil Durk,123076.0,52nTQQahs46s1iHFQ3Wv5Q,spotify:track:52nTQQahs46s1iHFQ3Wv5Q,https://open.spotify.com/track/52nTQQahs46s1iHFQ3Wv5Q,65.0,[90],90.0,True,https://p.scdn.co/mp3-preview/8eeeaf1f19411173702c79632c79519bf7dcfe71?cid=064f7f00e33f41f2ba917f2f07083867,previews/Pissed Me Off.wav,Lil Durk  Pissed Me Off Lyrics.wav,212.0,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",0.723,0.516,11.0,-10.707,0.0,0.485,0.00311,1.26e-06,0.115,0.223,155.967,4.0,Pissed Me Off.json
Lets Go Brandon,Lets Go Brandon,Loza Alexander,143495.0,7LdpCKuwVUc6lkWm3250KT,spotify:track:7LdpCKuwVUc6lkWm3250KT,https://open.spotify.com/track/7LdpCKuwVUc6lkWm3250KT,53.0,[43],43.0,True,https://p.scdn.co/mp3-preview/a857a21011c09a9b40c1986a5496c8040da50932?cid=064f7f00e33f41f2ba917f2f07083867,previews/Lets Go Brandon.wav,Loza Alexander  Lets Go Brandon Lyrics.wav,144.0,['maga rap'],0.642,0.643,1.0,-8.707,1.0,0.0552,0.00715,3.34e-06,0.223,0.156,176.064,4.0,Lets Go Brandon.json
Ex For A Reason,Ex For A Reason (with JT from City Girls),Summer Walker & JT,225502.0,1De7cOMrdUnVpjWBaowMg4,spotify:track:1De7cOMrdUnVpjWBaowMg4,https://open.spotify.com/track/1De7cOMrdUnVpjWBaowMg4,72.0,"[83, 59, 74]",72.0,True,,,Summer Walker  Ex For A Reason ft JT From City Girls Official Music Video.wav,266.0,"['dance pop', 'pop', 'r&b', 'pop rap', 'scam rap', 'trap queen']",0.726,0.728,11.0,-5.775,0.0,0.0408,0.239,0.0,0.177,0.566,115.047,4.0,Ex For A Reason.json
Livin It Up,Livin It Up (with Post Malone & A$AP Rocky),Young Thug With Post Malone & A$AP Rocky,210906.0,7zjEyeBsaw9gV0jofJLfOM,spotify:track:7zjEyeBsaw9gV0jofJLfOM,https://open.spotify.com/track/7zjEyeBsaw9gV0jofJLfOM,77.0,"[90, 87, 91]",89.33333333333333,True,https://p.scdn.co/mp3-preview/76f04a16639fc98001356e4938ec7fd7e5d86f9b?cid=064f7f00e33f41f2ba917f2f07083867,previews/Livin It Up.wav,Young Thug  Livin It Up with Post Malone  AAP Rocky Official Audio.wav,211.0,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap', 'east coast hip hop', 'dfw rap']",0.767,0.313,7.0,-12.059,1.0,0.0798,0.838,0.0,0.105,0.765,82.582,4.0,Livin It Up.json
Stressed,Stressed Out,Young Thug With J. Cole & T-Shyne,202333.0,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,85.0,[85],85.0,False,https://p.scdn.co/mp3-preview/4d82e9c363b235d0c66bceeb745c988831149d44?cid=064f7f00e33f41f2ba917f2f07083867,previews/Stressed.wav,Young Thug  Stressed with J Cole  TShyne Official Audio.wav,221.0,"['modern rock', 'rock']",0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4.0,Stressed.json
Rich N***a Shit,Rich Shit,Young Thug With Juice WRLD,155675.0,36Mtea491T9xLpYuaY86EU,spotify:track:36Mtea491T9xLpYuaY86EU,https://open.spotify.com/track/36Mtea491T9xLpYuaY86EU,54.0,[89],89.0,True,https://p.scdn.co/mp3-preview/87fce0703671893936c36b6395577974f1fc91a7?cid=064f7f00e33f41f2ba917f2f07083867,previews/Rich Na Shit.wav,Young Thug  Rich Na Shit Lyrics ft Juice WRLD.wav,178.0,"['baton rouge rap', 'trap']",0.882,0.644,10.0,-8.341,1.0,0.51,0.103,0.0,0.094,0.475,148.133,4.0,Rich Na Shit.json
Let Somebody Go,Let Somebody Go - Ofenbach Remix,Coldplay X Selena Gomez,194487.0,1pDrM3rKlxA9fx3mShxzqx,spotify:track:1pDrM3rKlxA9fx3mShxzqx,https://open.spotify.com/track/1pDrM3rKlxA9fx3mShxzqx,54.0,"[93, 86, 76]",85.0,False,https://p.scdn.co/mp3-preview/1d7c85d18f8d3acac8a89d8b069490dc39cb2b93?cid=064f7f00e33f41f2ba917f2f07083867,previews/Let Somebody Go.wav,Coldplay X Selena Gomez  Let Somebody Go Official Lyric Video.wav,242.0,"['permanent wave', 'pop', 'dance pop', 'post-teen pop', 'edm', 'electro house', 'pop dance', 'tropical house']",0.614,0.68,0.0,-7.574,1.0,0.0757,0.145,0.00023,0.145,0.233,126.128,4.0,Let Somebody Go.json
"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peepin Out The Window,Peepin Out The Window (with Future & Bslime),Young Thug With Future & BSlime,237262.0,03kozlqpm5twrblZia0m9j,spotify:track:03kozlqpm5twrblZia0m9j,https://open.spotify.com/track/03kozlqpm5twrblZia0m9j,55.0,"[90, 49, 91]",76.66666666666667,True,https://p.scdn.co/mp3-preview/59a4e8f599acf7f35be55a7dee2c123abe73c137?cid=064f7f00e33f41f2ba917f2f07083867,previews/Peepin Out The Window.wav,Young Thug  Peepin Out The Window with Future  Bslime Official Audio.wav,237.0,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap', 'pop rap', 'southern hip hop']",0.509,0.51,4.0,-9.522,0.0,0.425,0.176,0.0,0.223,0.22,82.407,4.0,Peepin Out The Window.json
Moth To A Flame,Moth To A Flame (with The Weeknd),Swedish House Mafia & The Weeknd,234000.0,2gpWyfu7eZ01zzncHpxOtA,spotify:track:2gpWyfu7eZ01zzncHpxOtA,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA,88.0,"[80, 97]",88.5,False,,,Swedish House Mafia and The Weeknd  Moth To A Flame Official Video.wav,254.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'canadian contemporary r&b', 'canadian pop']",0.542,0.659,8.0,-7.289,1.0,0.0389,0.00279,0.0,0.105,0.109,120.122,4.0,Moth To A Flame.json
Let's Go Brandon,Lets Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,143495.0,7LdpCKuwVUc6lkWm3250KT,spotify:track:7LdpCKuwVUc6lkWm3250KT,https://open.spotify.com/track/7LdpCKuwVUc6lkWm3250KT,53.0,[43],43.0,True,https://p.scdn.co/mp3-preview/a857a21011c09a9b40c1986a5496c8040da50932?cid=064f7f00e33f41f2ba917f2f07083867,previews/Lets Go Brandon (1).wav,Lets Go Brandon  Bryson Gray Feat Tyson James and Chandler Crump.wav,225.0,['maga rap'],0.642,0.643,1.0,-8.707,1.0,0.0552,0.00715,3.34e-06,0.223,0.156,176.064,4.0,Lets Go Brandon.json
Not In The Mood,Not In The Mood (feat. Fivio Foreign & Kay Flock),"Lil Tjay, Fivio Foreign & Kay Flock",150475.0,25GyyK9CyZRiDCsPY51fIT,spotify:track:25GyyK9CyZRiDCsPY51fIT,https://open.spotify.com/track/25GyyK9CyZRiDCsPY51fIT,74.0,"[86, 81, 69]",78.66666666666667,True,https://p.scdn.co/mp3-preview/ab07109f465f8fae8f47fafa588a99e7be5440aa?cid=064f7f00e33f41f2ba917f2f07083867,previews/Not In The Mood.wav,Lil Tjay  Not In The Mood Feat Fivio Foreign  Kay Flock Official Video.wav,154.0,"['brooklyn drill', 'melodic rap', 'nyc rap', 'hip hop', 'new york drill', 'rap', 'trap', 'bronx drill']",0.545,0.82,8.0,-4.489,1.0,0.275,0.0951,0.0,0.29,0.357,141.908,4.0,Not In The Mood.json
Switches & Dracs,Switches & Dracs (with Lil Durk feat. EST Gee),Moneybagg Yo Featuring Lil Durk & EST Gee,133631.0,4c7LkE1lSNj3RR4cZo0jEi,spotify:track:4c7LkE1lSNj3RR4cZo0jEi,https://open.spotify.com/track/4c7LkE1lSNj3RR4cZo0jEi,68.0,"[82, 90, 74]",82.0,True,,,Frenchii 2x   Switches on It Feat  PGF GlizzyMoe Official Video Shot by Lou Visualz.wav,115.0,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'chicago drill', 'chicago rap', 'drill', 'kentucky hip hop']",0.772,0.563,11.0,-8.188,0.0,0.452,0.0107,0.0,0.304,0.521,160.064,4.0,Switches  Dracs.json
Poke It Out,Poke It Out (feat. J. Cole),Wale Featuring J. Cole,183333.0,1IeCWMwZs4rCmwPOjZYWN7,spotify:track:1IeCWMwZs4rCmwPOjZYWN7,https://open.spotify.com/track/1IeCWMwZs4rCmwPOjZYWN7,65.0,"[76, 90, 54]",73.33333333333333,True,https://p.scdn.co/mp3-preview/c7146b9c03fc699c27388336026ede228776dd54?cid=064f7f00e33f41f2ba917f2f07083867,previews/Poke It Out.wav,Wale  Poke It Out Lyrics ft J Cole.wav,181.0,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary', 'conscious hip hop', 'north carolina hip hop']",0.778,0.934,9.0,-3.488,1.0,0.321,0.184,0.0,0.123,0.803,98.97,4.0,Poke It Out.json
Scorpio,Scorpio,Moneybagg Yo,165772.0,0BFGDkrXAneskCJdudSCro,spotify:track:0BFGDkrXAneskCJdudSCro,https://open.spotify.com/track/0BFGDkrXAneskCJdudSCro,70.0,[82],82.0,True,,,Moneybagg Yo  Scorpio Lyrics.wav,167.0,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",0.736,0.532,1.0,-7.151,1.0,0.265,0.0292,8.86e-06,0.0806,0.273,84.983,4.0,Scorpio.json
Big Energy,Big Energy,Latto,173182.0,6Zu3aw7FfjAF9WA0fA81Oq,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq,https://open.spotify.com/track/6Zu3aw7FfjAF9WA0fA81Oq,81.0,[76],76.0,True,https://p.scdn.co/mp3-preview/ab84902c58e0faf02cf65f5658d85a8071f55aab?cid=064f7f00e33f41f2ba917f2f07083867,previews/Big Energy.wav,Latto  Big Energy Lyrics.wav,173.0,"['pop', 'r&b', 'trap queen']",0.935,0.807,11.0,-3.838,0.0,0.114,0.0514,0.0,0.349,0.813,106.017,4.0,Big Energy.json
Half Of My Hometown,half of my hometown (feat. Kenny Chesney),Kelsea Ballerini Featuring Kenny Chesney,231832.0,1yRke3PmsyFrYlFZOAkABk,spotify:track:1yRke3PmsyFrYlFZOAkABk,https://open.spotify.com/track/1yRke3PmsyFrYlFZOAkABk,69.0,"[73, 75]",74.0,False,https://p.scdn.co/mp3-preview/2ced0330be4a36b63a1e6648a46a630e899748ea?cid=064f7f00e33f41f2ba917f2f07083867,previews/Half Of My Hometown.wav,Kelsea Ballerini  half of my hometown feat Kenny Chesney Lyrics.wav,232.0,"['contemporary country', 'country', 'pop', 'country road']",0.57,0.618,10.0,-4.966,1.0,0.0445,0.153,0.0,0.159,0.286,138.034,4.0,Half Of My Hometown.json
Money,Monëy so big,Lisa,160052.0,7BbaIYAdi3pg4MGl6PHwPv,spotify:track:7BbaIYAdi3pg4MGl6PHwPv,https://open.spotify.com/track/7BbaIYAdi3pg4MGl6PHwPv,85.0,[86],86.0,True,https://p.scdn.co/mp3-preview/aacc7f41d4703bcbe1fe6e2a4b27e20b8ac94dee?cid=064f7f00e33f41f2ba917f2f07083867,previews/Money.wav,LISA  MONEY Lyrics.wav,198.0,['pluggnb'],0.693,0.575,2.0,-7.633,1.0,0.0906,0.121,0.0,0.104,0.353,138.016,4.0,Money.json
To Be Loved By You,To Be Loved By You,Parker McCollum,198324.0,5Ykc3Wr4L4wef5QDdaaxM7,spotify:track:5Ykc3Wr4L4wef5QDdaaxM7,https://open.spotify.com/track/5Ykc3Wr4L4wef5QDdaaxM7,67.0,[71],71.0,False,,,Parker McCollum  To Be Loved By You Lyrics.wav,214.0,"['contemporary country', 'texas country']",0.473,0.802,10.0,-4.497,1.0,0.037,0.00036,0.0,0.304,0.453,145.983,4.0,To Be Loved By You.json
Monster Mash,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",192040.0,0xxZY5C9xxij3D1HkzbnfC,spotify:track:0xxZY5C9xxij3D1HkzbnfC,https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC,51.0,"[41, 38]",39.5,False,,,MONSTER MASH  Bobby Boris Pickett  The CryptKickers 1962.wav,191.0,"['halloween', 'novelty']",0.541,0.504,11.0,-14.191,0.0,0.457,0.375,0.0,0.421,0.707,68.482,4.0,Monster Mash.json
Ghostbusters,Ghostbusters,Ray Parker Jr.,245253.0,3m0y8qLoznUYi73SUBP8GI,spotify:track:3m0y8qLoznUYi73SUBP8GI,https://open.spotify.com/track/3m0y8qLoznUYi73SUBP8GI,64.0,[58],58.0,False,https://p.scdn.co/mp3-preview/019f7b9b16b65e73e8426823fbdfef15d9efd075?cid=064f7f00e33f41f2ba917f2f07083867,previews/Ghostbusters.wav,Ghostbusters By Ray Parker Jr With Lyrics.wav,247.0,['disco'],0.788,0.846,4.0,-5.017,1.0,0.0372,0.0103,0.000281,0.26,0.738,115.636,4.0,Ghostbusters.json
Overpass Graffiti,Overpass Graffiti,Ed Sheeran,236906.0,4btFHqumCO31GksfuBLLv3,spotify:track:4btFHqumCO31GksfuBLLv3,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3,84.0,[96],96.0,False,https://p.scdn.co/mp3-preview/20d7d8cd281b23cbed39a08a4b5067139a3435af?cid=064f7f00e33f41f2ba917f2f07083867,previews/Overpass Graffiti.wav,Ed Sheeran  Overpass Graffiti Lyrics.wav,236.0,"['pop', 'uk pop']",0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,4.0,Overpass Graffiti.json
Somebody's Watching Me,Somebody's Watching Me,Rockwell,293933.0,2H2379xRxgQVvcOSoL8Ajr,spotify:track:2H2379xRxgQVvcOSoL8Ajr,https://open.spotify.com/track/2H2379xRxgQVvcOSoL8Ajr,60.0,[62],62.0,False,,,Rockwell  Somebodys Watching Me Lyrics.wav,237.0,[],0.792,0.62,1.0,-6.204,0.0,0.0344,0.123,4.12e-05,0.0548,0.843,123.933,4.0,Somebodys Watching Me.json
Demon High,Demon High,Lil Uzi Vert,197417.0,04lS5MFQWtNSgkK3PwbWD8,spotify:track:04lS5MFQWtNSgkK3PwbWD8,https://open.spotify.com/track/04lS5MFQWtNSgkK3PwbWD8,0.0,[90],90.0,False,https://p.scdn.co/mp3-preview/7d9e4562be40d3f19d6f5452623a20911b4c67f6?cid=064f7f00e33f41f2ba917f2f07083867,previews/Demon High.wav,Lil Uzi Vert  Demon High Lyrics.wav,198.0,"['melodic rap', 'philly rap', 'rap', 'trap']",0.75,0.543,5.0,-10.672,0.0,0.179,0.355,0.0,0.419,0.652,150.066,4.0,Demon High.json
Rap Freaks,Rap Freaks,Yung Miami,104064.0,1hiouKTKyZ7CcKWAoofkkg,spotify:track:1hiouKTKyZ7CcKWAoofkkg,https://open.spotify.com/track/1hiouKTKyZ7CcKWAoofkkg,48.0,[44],44.0,True,,,Yung Miami Rap Freaks Lyrics.wav,104.0,[],0.446,0.812,4.0,-4.688,0.0,0.448,0.0981,0.0,0.106,0.182,82.381,4.0,Rap Freaks.json
Eat It,Eat It,Megan Thee Stallion,169420.0,4V5Dv8IjHNTk2YJzU9vgsW,spotify:track:4V5Dv8IjHNTk2YJzU9vgsW,https://open.spotify.com/track/4V5Dv8IjHNTk2YJzU9vgsW,68.0,[86],86.0,True,https://p.scdn.co/mp3-preview/79411091ace6c33b710f8ec6edc7cc40287f3cc3?cid=064f7f00e33f41f2ba917f2f07083867,previews/Eat It.wav,Megan Thee Stallion  Eat It Official Audio.wav,170.0,"['dance pop', 'houston rap', 'pop', 'trap queen']",0.843,0.671,10.0,-5.708,0.0,0.22,0.0517,0.0,0.286,0.56,137.932,4.0,Eat It.json
Ghost Town,Ghost Town,Benson Boone,271386.0,7vgTNTaEz3CsBZ1N4YQalM,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,https://open.spotify.com/track/7vgTNTaEz3CsBZ1N4YQalM,79.0,"[96, 80]",88.0,True,,,Benson Boone  Ghost Town Lyrics.wav,194.0,"['chicago rap', 'rap', 'pop', 'pop rap', 'r&b', 'toronto rap', 'trap', 'urban contemporary']",0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.329,0.297,83.378,4.0,Ghost Town.json
One Right Now,One Right Now (with The Weeknd),Post Malone & The Weeknd,193506.0,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj,88.0,"[91, 97]",94.0,True,,,Post Malone The Weeknd  One Right Now Audio.wav,194.0,"['dfw rap', 'melodic rap', 'rap', 'canadian contemporary r&b', 'canadian pop', 'pop']",0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,4.0,One Right Now.json
Smokin Out The Window,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),197442.0,3xVZYkcuWalGudeKl861wb,spotify:track:3xVZYkcuWalGudeKl861wb,https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb,81.0,"[92, 84, 81]",85.66666666666667,False,https://p.scdn.co/mp3-preview/2f7cfc6378347902556179c6039bc69284aed431?cid=064f7f00e33f41f2ba917f2f07083867,previews/Smokin Out The Window.wav,Bruno Mars Anderson Paak Silk Sonic  Smokin Out The Window Official Music Video.wav,200.0,"['dance pop', 'pop', 'escape room']",0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,4.0,Smokin Out The Window.json
Escape Plan,ESCAPE PLAN,Travis Scott,149610.0,4R67rQNSbbsR4TdUVOIdez,spotify:track:4R67rQNSbbsR4TdUVOIdez,https://open.spotify.com/track/4R67rQNSbbsR4TdUVOIdez,78.0,[92],92.0,True,https://p.scdn.co/mp3-preview/88fbc9307a40d564c6197539b4e519f53490bdbe?cid=064f7f00e33f41f2ba917f2f07083867,previews/Escape Plan.wav,Travis Scott  ESCAPE PLAN Lyrics.wav,150.0,"['hip hop', 'rap', 'slap house']",0.839,0.506,5.0,-6.714,0.0,0.133,0.00207,0.0,0.13,0.44,154.12,4.0,Escape Plan.json
No Love,No Love (with SZA),Summer Walker & SZA,231497.0,08SB2OtZkaliju77WYEKxk,spotify:track:08SB2OtZkaliju77WYEKxk,https://open.spotify.com/track/08SB2OtZkaliju77WYEKxk,79.0,"[83, 87]",85.0,True,,,Summer Walker SZA  Cardi B  No Love Extended Version Official Video.wav,280.0,"['dance pop', 'pop', 'r&b']",0.707,0.618,1.0,-5.825,0.0,0.19,0.17,0.0,0.293,0.517,133.876,4.0,No Love.json
Bitter,Bitter Sweet Symphony,Summer Walker & Cardi B,357266.0,57iDDD9N9tTWe75x6qhStw,spotify:track:57iDDD9N9tTWe75x6qhStw,https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw,80.0,[69],69.0,False,,,Summer Walker  Bitter Narration by Cardi B Lyric Video.wav,282.0,"['alternative rock', 'britpop', 'permanent wave', 'pop rock', 'rock', 'shoegaze']",0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176,4.0,Bitter.json
