billboard_name,spotify_name,artist,duration_ms,spotify_id,spotify_uri,spotify_external_url,spotify_popularity,spotify_artist_popularity,spotify_artist_popularity_mean,explicit,preview_url,preview_url_audio,full_audio,full_audio_duration_s,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_analysis_file
Futsal Shuffle 2020,Futsal Shuffle 2020,Lil Uzi Vert,198912.0,4JNhfKMNd79EuUJGa1VWmJ,spotify:track:4JNhfKMNd79EuUJGa1VWmJ,https://open.spotify.com/track/4JNhfKMNd79EuUJGa1VWmJ,0.0,[90],90.0,True,https://p.scdn.co/mp3-preview/f2d7869966f9863d43488e889247c3380dab7009?cid=064f7f00e33f41f2ba917f2f07083867,previews/Futsal Shuffle 2020.wav,Lil Uzi Vert  Futsal Shuffle 2020 Lyrics.wav,208.0,"['melodic rap', 'philly rap', 'rap', 'trap']",0.881,0.457,7.0,-8.191,0.0,0.155,0.0327,0.0,0.231,0.297,136.97,4.0,Futsal Shuffle 2020.json
"You're A Mean One, Mr. Grinch","You’re A Mean One, Mr. Grinch",Thurl Ravenscroft,166133.0,6TXAjof8V0Gr4zFoY00zHR,spotify:track:6TXAjof8V0Gr4zFoY00zHR,https://open.spotify.com/track/6TXAjof8V0Gr4zFoY00zHR,39.0,"[68, 76]",72.0,False,,,Youre A Mean One Mr Grinch  Thurl Ravenscroft  Karaoke Version  KaraFun.wav,215.0,"['bow pop', 'pop violin', 'alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.567,0.695,9.0,-4.896,0.0,0.0559,0.134,0.0,0.177,0.424,107.934,4.0,Youre A Mean One Mr Grinch.json
Ran$om,Ransom,Lil Tecca,131240.0,1lOe9qE0vR9zwWQAOk6CoO,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,80.0,[82],82.0,True,,,Lil Tecca  Ransom Lyrics.wav,132.0,"['melodic rap', 'pluggnb', 'rap', 'trap']",0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,Ranom.json
Falling,Falling,Trevor Daniel,240133.0,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,86.0,[92],92.0,False,https://p.scdn.co/mp3-preview/990a7b9b1b2d3cf238964adc896e8d6943df075b?cid=064f7f00e33f41f2ba917f2f07083867,previews/Falling.wav,Trevor Daniel  Falling Lyrics.wav,159.0,['pop'],0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4.0,Falling.json
Don't Start Now,Don’t Start Now,Dua Lipa,181346.0,6o6urrgOIVbIzzmO4KJHCO,spotify:track:6o6urrgOIVbIzzmO4KJHCO,https://open.spotify.com/track/6o6urrgOIVbIzzmO4KJHCO,41.0,[71],71.0,False,https://p.scdn.co/mp3-preview/a07203d4836f7b86ce7505300e6526aeca342fc4?cid=064f7f00e33f41f2ba917f2f07083867,previews/Dont Start Now.wav,Dua Lipa  Dont Start Now Lyrics.wav,203.0,['bow pop'],0.498,0.185,11.0,-12.205,0.0,0.0484,0.876,0.459,0.237,0.707,78.775,3.0,Dont Start Now.json
Adore You,Adore You,Harry Styles,207133.0,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,85.0,[92],92.0,False,https://p.scdn.co/mp3-preview/66131b40a641da2bef484eb00fc1f4f40f2c33c4?cid=064f7f00e33f41f2ba917f2f07083867,previews/Adore You.wav,Harry Styles  Adore You Lyrics.wav,208.0,['pop'],0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,4.0,Adore You.json
One Man Band,One Man Band,Old Dominion,186240.0,7cA3PnUQDlUyBBwpRozQeo,spotify:track:7cA3PnUQDlUyBBwpRozQeo,https://open.spotify.com/track/7cA3PnUQDlUyBBwpRozQeo,74.0,[72],72.0,False,https://p.scdn.co/mp3-preview/eec77af87beb5625ed19bb032909928ed2a994b2?cid=064f7f00e33f41f2ba917f2f07083867,previews/One Man Band.wav,Old Dominion One Man Band Lyrics.wav,186.0,"['contemporary country', 'country', 'country road']",0.706,0.358,6.0,-8.331,1.0,0.0347,0.677,0.0,0.107,0.478,75.991,4.0,One Man Band.json
Hot Girl Bummer,hot girl bummer,blackbear,188343.0,6jRq8gaZhMUyy5RclRPcAf,spotify:track:6jRq8gaZhMUyy5RclRPcAf,https://open.spotify.com/track/6jRq8gaZhMUyy5RclRPcAf,83.0,[86],86.0,True,https://p.scdn.co/mp3-preview/76cac6d770918a90ad76978192215a3892d0f3d0?cid=064f7f00e33f41f2ba917f2f07083867,previews/Hot Girl Bummer.wav,​blackbear  hot girl bummer Lyrics.wav,185.0,"['electropop', 'pop', 'pop rap']",0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,1.0,Hot Girl Bummer.json
Suicidal,Suicidal,YNW Melly & Juice WRLD,222997.0,1iSqfoUFnQwV0QW1EfUit8,spotify:track:1iSqfoUFnQwV0QW1EfUit8,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,77.0,[79],79.0,True,https://p.scdn.co/mp3-preview/01decd42f7335a1abb1204d449fb87290d622080?cid=064f7f00e33f41f2ba917f2f07083867,previews/Suicidal.wav,YNW Melly   Suicidal Official Video.wav,224.0,"['melodic rap', 'trap']",0.735,0.369,9.0,-9.682,0.0,0.0688,0.334,0.0,0.126,0.235,140.004,4.0,Suicidal.json
Lover,Lovers Rock,Taylor Swift,213920.0,1H7zdcRD0gLGQY0w5ejGgX,spotify:track:1H7zdcRD0gLGQY0w5ejGgX,https://open.spotify.com/track/1H7zdcRD0gLGQY0w5ejGgX,80.0,[76],76.0,False,https://p.scdn.co/mp3-preview/d11d84508f30a7f8b46980b43d83dfa793a56c0f?cid=064f7f00e33f41f2ba917f2f07083867,previews/Lover.wav,Taylor Swift  Lover Lyrics.wav,222.0,['indie pop'],0.559,0.871,5.0,-5.338,0.0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,4.0,Lover.json
On Chill,On Chill (feat. Jeremih),Wale Featuring Jeremih,214035.0,5z51HY4ei5QhTjcvwq5Msw,spotify:track:5z51HY4ei5QhTjcvwq5Msw,https://open.spotify.com/track/5z51HY4ei5QhTjcvwq5Msw,65.0,"[76, 80]",78.0,True,https://p.scdn.co/mp3-preview/5d3e3609e29872887eaf55d6aa07266c41d2ba06?cid=064f7f00e33f41f2ba917f2f07083867,previews/On Chill.wav,Wale  On Chill feat Jeremih Official Lyrics Video.wav,211.0,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary', 'chicago rap', 'dance pop']",0.597,0.733,1.0,-6.017,1.0,0.41,0.134,0.0,0.159,0.639,171.016,4.0,On Chill.json
Even Though I'm Leaving,Even Though I'm Leaving,Luke Combs,225253.0,5Fhe63YOMZsGdB3CgCDuBi,spotify:track:5Fhe63YOMZsGdB3CgCDuBi,https://open.spotify.com/track/5Fhe63YOMZsGdB3CgCDuBi,70.0,[83],83.0,False,https://p.scdn.co/mp3-preview/b6f753542e1dfa900a7453371250b6231b2ae862?cid=064f7f00e33f41f2ba917f2f07083867,previews/Even Though Im Leaving.wav,Luke Combs  Even Though Im Leaving Official Video.wav,222.0,"['contemporary country', 'country']",0.554,0.755,2.0,-6.04,1.0,0.0319,0.225,0.0,0.301,0.624,77.962,4.0,Even Though Im Leaving.json
No Idea,No Idea,Don Toliver,154424.0,7AzlLxHn24DxjgQX73F9fU,spotify:track:7AzlLxHn24DxjgQX73F9fU,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,82.0,[83],83.0,False,https://p.scdn.co/mp3-preview/46590e75a781eb8d31bf41a964a72671469c4832?cid=064f7f00e33f41f2ba917f2f07083867,previews/No Idea.wav,Don Toliver  No Idea Lyrics.wav,164.0,"['pop', 'rap', 'trap']",0.652,0.631,6.0,-5.718,0.0,0.0893,0.524,0.000579,0.165,0.35,127.998,4.0,No Idea.json
Graveyard,Graveyard,Halsey,181805.0,2ufmtcIFdFpuUYBPXK5f67,spotify:track:2ufmtcIFdFpuUYBPXK5f67,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,69.0,[87],87.0,False,,,Halsey  Graveyard Lyrics.wav,192.0,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4.0,Graveyard.json
My Oh My,Oh My God,Camila Cabello Featuring DaBaby,225148.0,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX,88.0,[91],91.0,False,https://p.scdn.co/mp3-preview/52c6f8030e09af6ba724ded06a9c5d103d9d2e65?cid=064f7f00e33f41f2ba917f2f07083867,previews/My Oh My.wav,Camila Cabello  My Oh My Lyrics ft DaBaby.wav,207.0,"['british soul', 'pop', 'pop soul', 'uk pop']",0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,4.0,My Oh My.json
Juicy,Thinking with My Dick (feat. Juicy J),Doja Cat & Tyga,165314.0,1ojBtNRMzjL7ptLPZCzfRz,spotify:track:1ojBtNRMzjL7ptLPZCzfRz,https://open.spotify.com/track/1ojBtNRMzjL7ptLPZCzfRz,82.0,"[81, 80]",80.5,True,https://p.scdn.co/mp3-preview/b224b12cbc33d4ba776dda4482f246ba0e509db2?cid=064f7f00e33f41f2ba917f2f07083867,previews/Juicy.wav,Doja Cat Tyga  Juicy Official Video.wav,199.0,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop']",0.77,0.699,0.0,-6.59,1.0,0.199,0.0596,1.65e-05,0.17,0.696,81.003,4.0,Juicy.json
The Bones,The Bones,Maren Morris,197293.0,7yFhA2fUsL2oIMWlw5DaHQ,spotify:track:7yFhA2fUsL2oIMWlw5DaHQ,https://open.spotify.com/track/7yFhA2fUsL2oIMWlw5DaHQ,77.0,[79],79.0,False,https://p.scdn.co/mp3-preview/55f9904b26ddbdae4d7505c62e8d7df49252ed5e?cid=064f7f00e33f41f2ba917f2f07083867,previews/The Bones.wav,Maren Morris  The Bones Lyrics.wav,197.0,"['contemporary country', 'country', 'texas country']",0.612,0.57,11.0,-6.642,0.0,0.0347,0.278,0.0,0.0963,0.334,77.004,4.0,The Bones.json
Playing Games,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,143226.0,2xyx0o4xNOLLjBSbOOdcbA,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA,75.0,"[83, 82]",82.5,True,,,Summer Walker  Playing Games Lyrics ft Bryson Tiller.wav,164.0,"['dance pop', 'pop', 'r&b', 'kentucky hip hop', 'pop rap', 'rap']",0.726,0.408,11.0,-6.606,0.0,0.0614,0.603,0.0,0.225,0.459,115.918,4.0,Playing Games.json
Heat,Heat Waves,Chris Brown Featuring Gunna,238805.0,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,88.0,[87],87.0,False,,,Chris Brown  Heat  Lyrics Ft Gunna.wav,234.0,"['gauze pop', 'indietronica', 'shiver pop']",0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,Heat.json
Into The Unknown,Into the Unknown,Idina Menzel & AURORA,194848.0,3Z0oQ8r78OUaHvGPiDBR3W,spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,75.0,"[74, 77]",75.5,False,,,Idina Menzel AURORA  Into the Unknown From Frozen 2.wav,209.0,"['hollywood', 'show tunes', 'art pop', 'norwegian pop']",0.323,0.405,10.0,-8.533,0.0,0.0413,0.849,0.000544,0.138,0.274,145.104,5.0,Into The Unknown.json
VIBEZ,VIBEZ,DaBaby,144935.0,0fySG6A6qLE8IvDpayb5bM,spotify:track:0fySG6A6qLE8IvDpayb5bM,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,73.0,[89],89.0,True,,,DaBaby  VIBEZ Lyrics  lets go you know its baby.wav,174.0,"['north carolina hip hop', 'rap', 'trap']",0.768,0.652,1.0,-2.708,0.0,0.307,0.113,0.0,0.107,0.777,154.187,4.0,VIBEZ.json
Happy Xmas (War Is Over),Happy Xmas (War Is Over) - Remastered 2010,John Legend,214333.0,27RYrbL6S02LNVhDWVl38b,spotify:track:27RYrbL6S02LNVhDWVl38b,https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b,60.0,"[73, 55]",64.0,False,,,John Legend  Happy Xmas War Is Over Lyrics.wav,211.0,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'experimental', 'experimental pop']",0.321,0.64,2.0,-10.023,1.0,0.0324,0.28,0.0,0.718,0.414,146.172,3.0,Happy Xmas War Is Over.json
Heart On Ice,Heart On Ice,Rod Wave,159669.0,591ks2A0o7ratTpiRdI7M6,spotify:track:591ks2A0o7ratTpiRdI7M6,https://open.spotify.com/track/591ks2A0o7ratTpiRdI7M6,73.0,[81],81.0,True,https://p.scdn.co/mp3-preview/2a7791db143a953694b0f88265d0fe7fce093cba?cid=064f7f00e33f41f2ba917f2f07083867,previews/Heart On Ice.wav,Rod Wave  Heart On Ice Lyrics.wav,159.0,['florida rap'],0.732,0.387,10.0,-8.47,0.0,0.0741,0.0493,0.0,0.141,0.242,157.875,3.0,Heart On Ice.json
What If I Never Get Over You,What If I Never Get Over You,Lady Antebellum,206597.0,0qkdE1C0ufnUISKwhg8Wh6,spotify:track:0qkdE1C0ufnUISKwhg8Wh6,https://open.spotify.com/track/0qkdE1C0ufnUISKwhg8Wh6,66.0,[72],72.0,False,,,Lady Antebellum  What If I Never Get Over You Lyrics.wav,200.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",0.576,0.724,0.0,-5.147,1.0,0.0274,0.016,0.0,0.107,0.34,93.029,4.0,What If I Never Get Over You.json
Blinding Lights,Blinding Lights,The Weeknd,200040.0,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,91.0,[97],97.0,False,,,The Weeknd  Blinding Lights Lyrics.wav,199.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4.0,Blinding Lights.json
Ridin' Roads,Ridin’ Roads,Dustin Lynch,205426.0,2VPmBOuy7ZAOFSzKwW2IEt,spotify:track:2VPmBOuy7ZAOFSzKwW2IEt,https://open.spotify.com/track/2VPmBOuy7ZAOFSzKwW2IEt,66.0,[72],72.0,False,https://p.scdn.co/mp3-preview/0f7ad0942cdda04ec0ceae288aa131410dbcfcf6?cid=064f7f00e33f41f2ba917f2f07083867,previews/Ridin Roads.wav,Dustin Lynch  Ridin Roads Lyrics.wav,206.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.547,0.817,9.0,-4.255,1.0,0.0448,0.0986,0.0,0.136,0.592,142.118,4.0,Ridin Roads.json
Camelot,Camelot,NLE Choppa,148759.0,4sWuPniHClkInYAnzXAYUF,spotify:track:4sWuPniHClkInYAnzXAYUF,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,71.0,[81],81.0,True,https://p.scdn.co/mp3-preview/12bf757b4fc67984da3130171a256cded18b405d?cid=064f7f00e33f41f2ba917f2f07083867,previews/Camelot.wav,NLE Choppa  Camelot Lyrics.wav,154.0,['memphis hip hop'],0.787,0.713,7.0,-5.252,1.0,0.401,0.0849,0.0,0.717,0.761,175.046,4.0,Camelot.json
Heartache Medication,Heartache Medication,Jon Pardi,209109.0,5qdQPrWmZv8xYhMJCDrdHF,spotify:track:5qdQPrWmZv8xYhMJCDrdHF,https://open.spotify.com/track/5qdQPrWmZv8xYhMJCDrdHF,66.0,[74],74.0,False,,,Heartache Medication Lyrics Jon Pardi.wav,190.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.621,0.791,9.0,-3.343,1.0,0.0265,0.0361,0.0,0.143,0.734,95.075,4.0,Heartache Medication.json
Start Wit Me,Start Wit Me (feat. Gunna),Roddy Ricch & Gunna,158691.0,7A20WnLkjtZU2d7hIB6Ziu,spotify:track:7A20WnLkjtZU2d7hIB6Ziu,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,68.0,"[84, 91]",87.5,True,https://p.scdn.co/mp3-preview/aae74c59c32686cc8f9d3a5cf6da6f977ffb9054?cid=064f7f00e33f41f2ba917f2f07083867,previews/Start Wit Me.wav,Roddy Ricch  Start Wit Me feat Gunna Official Music Video.wav,218.0,"['melodic rap', 'rap', 'trap', 'atl hip hop']",0.886,0.479,4.0,-8.054,0.0,0.334,0.077,0.0,0.135,0.408,130.029,4.0,Start Wit Me.json
Take What You Want,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone Featuring Ozzy Osbourne & Travis Scott,229573.0,7CZyCXKG6d5ALeq41sLzbw,spotify:track:7CZyCXKG6d5ALeq41sLzbw,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,75.0,"[91, 74, 92]",85.66666666666667,False,,,Post Malone  Take What You Want Audio ft Ozzy Osbourne Travis Scott.wav,231.0,"['dfw rap', 'melodic rap', 'rap', 'album rock', 'birmingham metal', 'hard rock', 'metal', 'rock', 'hip hop', 'slap house']",0.499,0.8,1.0,-2.665,0.0,0.0502,0.0906,0.0,0.147,0.272,139.919,4.0,Take What You Want.json
Leave Em Alone,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)","Layton Greene, Lil Baby, City Girls & PnB Rock",171646.0,6Vdyu21iT8qScU1haSjWUU,spotify:track:6Vdyu21iT8qScU1haSjWUU,https://open.spotify.com/track/6Vdyu21iT8qScU1haSjWUU,68.0,"[70, 61, 93, 74, 76]",74.8,True,,,Quality Control Layton Greene Lil Baby  Leave Em Alone ft City Girls PnB Rock.wav,172.0,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'pop r&b', 'atl hip hop', 'atl trap', 'dance pop', 'pop', 'r&b', 'scam rap', 'trap queen', 'vapor trap']",0.76,0.755,6.0,-4.735,0.0,0.19,0.0163,2.95e-06,0.0909,0.517,101.993,4.0,Leave Em Alone.json
Hate Me,Hate Me (with Juice WRLD),Ellie Goulding & Juice WRLD,186223.0,6kls8cSlUyHW2BUOkDJIZE,spotify:track:6kls8cSlUyHW2BUOkDJIZE,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,76.0,"[81, 95]",88.0,False,,,Ellie Goulding Juice WRLD  Hate Me Official Video.wav,206.0,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop', 'chicago rap', 'melodic rap']",0.657,0.768,8.0,-4.628,1.0,0.0507,0.108,0.0,0.144,0.759,75.025,4.0,Hate Me.json
Kinfolks,Kinfolks,Sam Hunt,181933.0,52lGuLAkIVbm4LZkSf9nj0,spotify:track:52lGuLAkIVbm4LZkSf9nj0,https://open.spotify.com/track/52lGuLAkIVbm4LZkSf9nj0,62.0,[76],76.0,False,,,Sam Hunt  Kinfolks LYRICS 2019.wav,216.0,"['contemporary country', 'country pop']",0.569,0.807,0.0,-4.584,1.0,0.0464,0.0876,0.0,0.164,0.883,76.011,4.0,Kinfolks.json
Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),Juice WRLD,215380.0,3wwo0bJvDSorOpNfzEkfXx,spotify:track:3wwo0bJvDSorOpNfzEkfXx,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,79.0,[95],95.0,True,,,Juice WRLD  Let Me Know I Wonder Why Freestyle Lyrics.wav,236.0,"['chicago rap', 'melodic rap']",0.635,0.537,7.0,-7.895,0.0,0.0832,0.172,0.0,0.418,0.383,125.028,4.0,Let Me Know I Wonder Why Freestyle.json
Remember You Young,Remember You Young,Thomas Rhett,180466.0,3LK6wDkhbTyg8GhJidU9oC,spotify:track:3LK6wDkhbTyg8GhJidU9oC,https://open.spotify.com/track/3LK6wDkhbTyg8GhJidU9oC,60.0,[79],79.0,False,,,Thomas Rhett  Remember You Young Lyric Video.wav,181.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.396,0.51,6.0,-6.274,1.0,0.0327,0.355,0.0,0.113,0.299,113.994,4.0,Remember You Young.json
Death,death bed (coffee for your head),Trippie Redd Featuring DaBaby,173333.0,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,84.0,"[77, 75]",76.0,False,https://p.scdn.co/mp3-preview/eb52a920dd6fafb07ae1f9e5e60f9279ee854b89?cid=064f7f00e33f41f2ba917f2f07083867,previews/Death.wav,Trippie Redd  Death Visualizer ft DaBaby.wav,173.0,"['sad rap', 'bedroom pop', 'bubblegrunge', 'indie pop']",0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,4.0,Death.json
223's,rain storm sounds part 223,YNW Melly & 9lokknine,32000.0,6tCcwt3CqAIYWfQt3irfRR,spotify:track:6tCcwt3CqAIYWfQt3irfRR,https://open.spotify.com/track/6tCcwt3CqAIYWfQt3irfRR,30.0,"[63, 65]",64.0,False,https://p.scdn.co/mp3-preview/231080787b9ecf26d579fd05f5dd4cc9f1e853fd?cid=064f7f00e33f41f2ba917f2f07083867,previews/223s.wav,YNW Melly  223s ft 9lokknine Official Audio.wav,173.0,[],0.16,0.97,6.0,-28.718,1.0,0.384,0.571,0.83,0.589,0.0172,61.401,3.0,223s.json
Slide,Slide,H.E.R. Featuring YG,212066.0,0nnwn7LWHCAu09jfuH1xTA,spotify:track:0nnwn7LWHCAu09jfuH1xTA,https://open.spotify.com/track/0nnwn7LWHCAu09jfuH1xTA,71.0,[73],73.0,False,https://p.scdn.co/mp3-preview/0b5bcd2381d30040b49d8919dcb5721facfa66ea?cid=064f7f00e33f41f2ba917f2f07083867,previews/Slide.wav,HER  Slide Lyrics ft YG.wav,260.0,"['neo mellow', 'permanent wave', 'pop rock']",0.395,0.843,8.0,-4.476,1.0,0.0374,0.00483,0.0,0.0404,0.481,112.423,4.0,Slide.json
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,221714.0,6cy3ki60hLwimwIje7tALf,spotify:track:6cy3ki60hLwimwIje7tALf,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,76.0,"[83, 93]",88.0,True,https://p.scdn.co/mp3-preview/ffcb773301b5b06d662f3b983a69035bd53a7676?cid=064f7f00e33f41f2ba917f2f07083867,previews/RITMO Bad Boys For Life.wav,Black Eyed Peas J Balvin  RITMO Bad Boys For LifeLyrics  Letra 🎵.wav,257.0,"['dance pop', 'pop', 'pop rap', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.721,0.716,10.0,-7.037,0.0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4.0,RITMO Bad Boys For Life.json
Watermelon Sugar,Watermelon Sugar,Harry Styles,174000.0,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,89.0,[92],92.0,False,https://p.scdn.co/mp3-preview/30ce118419ec9be28ebf5cf932981ac80055807b?cid=064f7f00e33f41f2ba917f2f07083867,previews/Watermelon Sugar.wav,Harry Styles  Watermelon Sugar Lyrics.wav,224.0,['pop'],0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,4.0,Watermelon Sugar.json
Homesick,Homesick,Kane Brown,205400.0,30RZAuEkYeDXvy46Iv6l7E,spotify:track:30RZAuEkYeDXvy46Iv6l7E,https://open.spotify.com/track/30RZAuEkYeDXvy46Iv6l7E,68.0,[79],79.0,False,https://p.scdn.co/mp3-preview/8ead2e878e509f801b8655647c591206c9a4a123?cid=064f7f00e33f41f2ba917f2f07083867,previews/Homesick.wav,Kane Brown  Homesick Lyrics  Lyric Video.wav,207.0,"['black americana', 'contemporary country']",0.701,0.5,8.0,-8.82,1.0,0.0303,0.46,0.0,0.234,0.409,97.028,4.0,Homesick.json
Slow Dancing In The Dark,SLOW DANCING IN THE DARK,Joji,209273.0,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,84.0,[84],84.0,True,https://p.scdn.co/mp3-preview/198e47a60b679b051c8d7a437e53fd3ebe2b58ca?cid=064f7f00e33f41f2ba917f2f07083867,previews/Slow Dancing In The Dark.wav,Joji  SLOW DANCING IN THE DARK Lyrics on screen.wav,217.0,"['alternative r&b', 'viral pop']",0.515,0.479,3.0,-7.458,1.0,0.0261,0.544,0.00598,0.191,0.284,88.964,4.0,Slow Dancing In The Dark.json
Easy,Easy On Me,DaniLeigh Featuring Chris Brown,224694.0,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,90.0,[91],91.0,False,https://p.scdn.co/mp3-preview/3ca514309c910bb73a9e3ef8092306900af06fa6?cid=064f7f00e33f41f2ba917f2f07083867,previews/Easy.wav,DaniLeigh  Easy Lyrics ft Chris Brown.wav,194.0,"['british soul', 'pop', 'pop soul', 'uk pop']",0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,4.0,Easy.json
Vete,Vete,Bad Bunny,192024.0,5DxXgozhkPLgrbKFY91w0c,spotify:track:5DxXgozhkPLgrbKFY91w0c,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,80.0,[100],100.0,True,https://p.scdn.co/mp3-preview/c01b25252f655fef61e03ad18f10870ceacebdde?cid=064f7f00e33f41f2ba917f2f07083867,previews/Vete.wav,Vete  Bad Bunny Video Con Letra.wav,207.0,"['latin', 'reggaeton', 'trap latino']",0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4.0,Vete.json
Baby Sitter,Baby Sitter,DaBaby Featuring Offset,157693.0,4RfXQxwqvkogIPHjevQgDE,spotify:track:4RfXQxwqvkogIPHjevQgDE,https://open.spotify.com/track/4RfXQxwqvkogIPHjevQgDE,0.0,"[89, 82]",85.5,True,,,DaBaby  Baby Sitter ft Offset Lyrics.wav,249.0,"['north carolina hip hop', 'rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap', 'southern hip hop']",0.852,0.73,1.0,-5.803,1.0,0.0579,0.0219,0.0,0.336,0.394,92.508,4.0,Baby Sitter.json
